attendance,internal_marks,assignment_score,quiz_score,previous_gpa,semester,gender,AcademicRisk
51.13,81.16,12.74,12.46,2.27,1,Male,High Risk
36.41,48.25,92.41,54.49,1.66,6,Other,Medium Risk
38.97,16.09,27.58,87.98,1.9,2,Female,High Risk
93.75,79.55,48.12,69.47,2.36,7,Male,Low Risk
60.79,75.71,55.36,82.29,3.93,8,Female,Low Risk
37.78,29.15,36.71,82.06,2.81,1,Male,Medium Risk
60.6,15.73,15.47,85.63,1.25,1,Female,High Risk
11.32,66.87,26.26,71.14,0.19,2,Female,High Risk
62.58,84.71,99.39,70.64,3.62,4,Female,Low Risk
78.2,95.21,35.96,16.86,3.8,6,Other,Low Risk
32.6,27.13,64.85,5.3,1.36,1,Other,High Risk
52.8,73.19,57.35,57.91,2.99,8,Male,Medium Risk
83.54,86.58,68.91,70.26,2.24,1,Female,Low Risk
49.55,35.63,56.06,48.06,2.71,2,Other,Medium Risk
69.76,72.72,82.43,79.9,2.26,1,Female,Low Risk
1.39,22.97,13.18,67.77,0.49,3,Female,High Risk
49.7,3.29,22.53,72.4,3.35,1,Male,High Risk
58.22,41.2,46.51,20.83,3.25,3,Other,Medium Risk
82.08,48.8,74.11,66.13,3.81,8,Male,Low Risk
22.3,54.57,61.71,53.21,3.81,8,Other,Medium Risk
84.77,90.61,75.93,77.63,2.81,4,Male,Low Risk
68.02,64.95,66.57,97.59,2.98,2,Male,Low Risk
79.85,61.44,58.66,52.56,3.66,5,Male,Low Risk
55.96,65.8,50.96,54.99,3.75,4,Male,Medium Risk
92.82,72.72,80.09,56.35,2.97,4,Male,Low Risk
9.51,72.57,8.45,93.59,0.55,8,Other,High Risk
59.85,87.48,42.58,88.37,0.55,2,Female,Medium Risk
40.57,75.62,98.73,91.45,3.45,1,Female,Low Risk
68.12,53.87,95.75,94.6,2.21,4,Male,Low Risk
6.09,54.01,54.73,75.68,3.93,8,Other,Medium Risk
75.34,89.95,82.46,70.74,2.68,4,Female,Low Risk
88.21,95.67,25.32,20.69,0.86,7,Female,Medium Risk
74.08,94.01,64.33,78.22,3.43,5,Male,Low Risk
60.21,70.09,57.44,75.78,2.86,8,Female,Medium Risk
87.87,47.71,73.35,50.74,3.45,7,Male,Low Risk
87.38,82.66,98.09,84.83,2.53,7,Male,Low Risk
63.18,86.02,24.22,81.94,3.8,1,Other,Low Risk
80.75,90.01,62.89,63.49,3.6,5,Male,Low Risk
77.94,29.26,80.39,32.81,3.22,4,Male,Medium Risk
76.69,80.64,30.85,92.92,0.38,8,Other,Medium Risk
81.54,76.62,90.3,72.78,2.57,8,Female,Low Risk
89.31,41.02,92.31,55.47,2.44,2,Male,Medium Risk
70.36,48.06,77.54,62.76,2.61,3,Male,Medium Risk
93.96,53.88,74.49,52.08,3.47,6,Other,Low Risk
85.28,89.37,60.19,96.55,2.1,1,Female,Low Risk
83.5,87.43,51.08,99.02,3.36,1,Female,Low Risk
75.11,85.27,86.75,65.99,3.61,3,Female,Low Risk
92.22,82.75,57.46,84.97,3.8,2,Male,Low Risk
77.27,79.45,72.86,65.69,2.71,4,Female,Low Risk
60.51,90.64,95.59,78.26,3.23,8,Female,Low Risk
68.76,70.5,81.53,55.14,3.91,8,Male,Low Risk
53.83,97.04,98.49,70.53,3.65,3,Male,Low Risk
89.99,43.21,67.46,78.59,2.56,2,Female,Medium Risk
78.92,70.59,59.54,58.51,3.26,2,Male,Low Risk
71.25,83.14,53.94,78.36,3.11,1,Female,Low Risk
69.67,42.05,98.59,95.13,3.41,4,Female,Low Risk
85.04,93.78,77.92,65.63,3.19,1,Female,Low Risk
85.34,20.2,98.23,98.13,3.88,1,Female,Low Risk
90.28,76.24,94.19,75.43,2.71,3,Male,Low Risk
60.26,5.55,16.86,16.12,1.21,4,Male,High Risk
62.93,47.39,60.48,65.18,3.14,2,Female,Medium Risk
57.03,96.87,82.38,75.08,2.74,1,Male,Low Risk
99.59,82.5,66.39,92.76,3.27,4,Female,Low Risk
51.65,81.17,58.56,86.29,3.31,6,Female,Low Risk
98.28,41.72,65.79,88.31,2.29,5,Male,Low Risk
98.71,68.04,58.54,58.29,2.1,5,Female,Medium Risk
69.0,49.39,55.5,67.95,2.55,8,Male,Medium Risk
24.36,73.76,87.92,81.47,3.25,8,Female,Medium Risk
96.3,65.32,50.02,63.7,3.17,2,Female,Low Risk
51.57,46.31,74.31,91.58,3.61,6,Female,Medium Risk
67.85,83.11,86.05,63.09,2.43,3,Female,Low Risk
81.75,52.5,99.8,97.27,3.91,1,Female,Low Risk
65.91,91.72,50.72,53.83,3.73,4,Male,Low Risk
87.76,66.4,51.48,65.17,3.02,1,Female,Low Risk
19.48,48.6,4.41,41.56,3.15,5,Male,High Risk
84.33,45.5,90.75,57.29,2.49,2,Female,Medium Risk
98.79,82.18,82.93,89.92,2.23,3,Female,Low Risk
76.74,41.07,81.92,52.07,2.16,5,Female,Medium Risk
87.25,67.25,75.52,61.67,3.9,2,Female,Low Risk
50.92,69.98,82.33,71.2,3.98,7,Female,Low Risk
52.93,19.52,69.04,39.2,0.73,5,Other,High Risk
68.17,70.66,65.14,76.52,2.22,7,Male,Medium Risk
94.11,84.63,88.99,60.99,2.32,1,Female,Low Risk
53.15,84.87,83.32,90.65,3.95,7,Male,Low Risk
54.12,99.84,52.32,97.74,3.63,5,Other,Low Risk
79.6,95.6,13.07,88.39,2.82,7,Other,Low Risk
89.74,99.76,54.64,82.37,3.35,8,Female,Low Risk
48.22,24.53,88.49,13.84,0.22,4,Other,High Risk
82.44,82.47,81.41,68.89,2.8,5,Male,Low Risk
73.42,40.06,68.05,89.5,3.09,1,Female,Medium Risk
7.41,44.68,40.9,8.67,0.89,3,Female,High Risk
53.48,43.12,56.6,58.65,2.27,5,Female,Medium Risk
77.35,68.94,51.06,69.36,3.96,6,Female,Low Risk
72.16,58.99,84.09,69.44,3.3,6,Female,Low Risk
91.24,46.62,77.02,98.4,3.5,2,Male,Low Risk
84.59,56.78,91.92,64.98,3.5,4,Male,Low Risk
12.64,39.46,38.68,28.0,1.61,6,Female,High Risk
68.02,36.84,97.76,75.91,3.91,6,Female,Low Risk
87.32,53.96,77.2,62.36,3.41,6,Male,Low Risk
83.03,65.82,18.55,86.55,3.32,1,Female,Low Risk
60.39,51.78,66.65,95.2,3.22,7,Female,Medium Risk
61.9,98.13,90.82,85.96,3.99,4,Male,Low Risk
65.33,81.3,85.28,72.04,2.08,1,Male,Medium Risk
58.26,86.18,86.09,50.45,2.21,5,Male,Medium Risk
66.23,51.32,96.85,89.43,2.87,7,Male,Low Risk
96.47,32.83,73.86,28.54,2.44,5,Other,Medium Risk
94.94,94.26,45.37,89.96,1.54,3,Female,Low Risk
67.13,88.95,91.77,76.54,3.79,1,Male,Low Risk
18.93,23.02,78.05,77.13,1.53,8,Male,High Risk
5.44,82.57,74.03,59.18,1.76,1,Other,High Risk
75.76,90.85,87.2,65.95,2.24,4,Female,Low Risk
62.36,56.71,95.68,82.24,2.86,4,Female,Low Risk
92.62,91.43,29.64,70.02,2.75,5,Female,Low Risk
91.61,91.95,72.31,84.68,3.36,6,Male,Low Risk
88.86,47.36,92.9,65.73,2.25,8,Male,Medium Risk
50.36,69.36,99.36,84.57,3.19,6,Female,Low Risk
40.33,8.03,26.27,98.6,0.84,1,Male,High Risk
80.9,75.87,57.47,83.17,2.37,3,Female,Low Risk
77.18,87.57,67.3,58.83,3.8,4,Female,Low Risk
40.22,87.23,57.28,92.95,3.54,6,Female,Low Risk
97.82,58.95,70.33,74.99,3.89,8,Female,Low Risk
88.03,90.75,71.17,83.39,2.3,1,Male,Low Risk
89.18,49.8,89.48,63.82,2.9,5,Male,Low Risk
68.64,48.33,99.79,84.26,3.55,7,Female,Low Risk
90.68,69.86,70.73,75.46,2.79,4,Male,Low Risk
24.67,73.65,67.8,52.31,0.75,3,Other,High Risk
96.04,72.55,78.06,91.19,1.29,2,Female,Low Risk
87.6,48.37,84.06,95.83,1.69,4,Other,Medium Risk
68.14,75.44,81.41,71.03,3.2,6,Male,Low Risk
94.3,94.67,50.79,69.21,3.33,3,Female,Low Risk
86.44,57.05,96.53,51.64,2.37,6,Other,Low Risk
83.29,89.03,29.86,54.86,3.13,1,Male,Low Risk
27.55,98.38,72.22,77.81,3.07,3,Female,Medium Risk
35.73,44.29,65.8,42.69,2.93,3,Male,Medium Risk
90.97,57.36,95.47,72.46,3.15,2,Male,Low Risk
84.73,74.63,58.07,92.82,2.2,2,Female,Low Risk
74.49,52.97,97.17,62.66,3.0,4,Female,Low Risk
43.63,79.98,85.83,71.71,3.22,8,Male,Low Risk
96.14,70.01,82.78,44.64,3.11,8,Other,Low Risk
70.4,69.67,90.01,91.25,2.47,2,Male,Low Risk
67.96,43.68,62.01,64.76,3.66,2,Male,Medium Risk
91.85,44.35,88.38,79.84,2.84,5,Male,Low Risk
86.93,46.29,82.12,55.33,2.23,7,Male,Medium Risk
69.43,79.4,62.79,94.37,3.21,5,Female,Low Risk
16.28,40.74,91.92,17.16,0.25,3,Female,High Risk
61.5,89.27,52.29,68.33,3.5,1,Female,Low Risk
59.58,64.13,67.17,95.23,3.82,6,Male,Low Risk
18.1,51.68,66.08,22.37,2.07,1,Female,High Risk
39.36,37.9,41.84,12.93,1.7,1,Female,High Risk
53.43,84.68,88.69,50.29,3.96,1,Female,Low Risk
13.81,44.06,68.87,83.39,1.99,6,Male,High Risk
85.51,95.49,87.69,94.91,2.08,4,Female,Low Risk
55.26,75.47,54.36,77.75,3.35,2,Male,Medium Risk
22.17,19.34,31.49,90.24,3.19,3,Other,High Risk
78.64,57.3,30.87,3.55,3.28,6,Male,Medium Risk
69.83,83.57,87.94,69.44,2.05,4,Male,Low Risk
84.82,82.79,67.8,66.05,2.07,1,Male,Low Risk
62.72,86.41,83.34,79.55,3.29,5,Male,Low Risk
87.6,89.99,20.1,94.02,3.52,6,Male,Low Risk
72.56,59.69,95.07,73.79,2.03,2,Male,Medium Risk
82.68,73.08,77.64,68.33,3.96,6,Female,Low Risk
91.58,41.72,96.67,98.06,3.21,6,Female,Low Risk
50.53,85.63,55.33,55.34,3.68,5,Male,Medium Risk
66.98,55.63,63.16,55.06,3.06,5,Female,Medium Risk
95.18,54.76,54.72,51.7,2.23,6,Male,Medium Risk
35.86,59.62,67.56,34.71,0.86,1,Male,High Risk
55.99,79.15,93.57,59.33,3.79,3,Female,Low Risk
71.41,90.64,97.18,80.28,3.79,6,Male,Low Risk
79.17,56.06,62.57,47.6,3.84,8,Other,Low Risk
31.77,10.43,41.49,12.39,1.64,6,Female,High Risk
81.09,98.85,53.31,88.48,2.6,3,Male,Low Risk
83.5,61.01,95.59,57.99,3.27,1,Female,Low Risk
7.0,17.06,62.29,30.57,0.86,7,Male,High Risk
67.04,81.02,7.18,87.41,3.83,7,Other,Low Risk
98.78,47.38,78.96,46.61,3.46,4,Female,Low Risk
80.34,59.55,99.64,75.11,3.5,1,Male,Low Risk
99.55,81.6,57.25,93.89,2.31,7,Female,Low Risk
84.03,51.41,89.7,92.64,3.03,4,Female,Low Risk
66.0,40.86,86.11,64.79,2.26,6,Female,Medium Risk
89.61,43.37,96.21,65.25,0.44,6,Female,Medium Risk
32.62,23.47,39.33,74.23,1.9,1,Female,High Risk
26.73,61.24,7.02,33.66,3.22,3,Male,High Risk
84.93,95.8,86.13,62.93,2.44,8,Female,Low Risk
64.44,93.1,74.06,89.46,3.31,1,Male,Low Risk
75.81,73.92,56.49,56.46,3.31,1,Female,Low Risk
86.53,79.19,67.22,95.73,2.07,7,Male,Low Risk
78.32,30.83,78.61,78.12,3.42,3,Male,Low Risk
26.78,5.06,28.11,2.57,3.15,7,Male,High Risk
46.98,53.01,52.05,5.94,0.21,8,Female,High Risk
83.07,89.07,92.88,66.05,3.86,1,Male,Low Risk
54.23,52.61,60.48,79.78,3.48,4,Female,Medium Risk
70.03,63.83,63.86,98.64,2.64,1,Male,Low Risk
84.36,90.27,97.96,80.2,3.12,6,Female,Low Risk
57.11,98.07,98.96,8.07,3.35,6,Male,Low Risk
53.43,95.51,60.76,73.56,3.16,1,Female,Low Risk
86.15,53.92,54.75,69.09,2.5,5,Male,Medium Risk
69.79,75.93,45.6,47.8,0.53,3,Other,High Risk
75.01,69.67,74.75,51.01,2.23,4,Female,Medium Risk
65.26,48.98,67.73,66.33,3.37,8,Male,Medium Risk
65.06,88.93,99.78,44.86,1.04,1,Other,Medium Risk
82.34,70.06,89.34,62.66,3.68,6,Male,Low Risk
73.16,63.36,76.11,60.94,3.11,2,Female,Low Risk
57.31,99.89,2.59,0.03,1.4,8,Female,High Risk
89.5,51.88,97.45,66.03,3.78,2,Female,Low Risk
77.63,78.73,56.17,91.89,2.92,8,Female,Low Risk
82.75,93.97,66.59,96.45,3.74,8,Male,Low Risk
93.4,43.24,83.32,63.39,3.27,5,Female,Low Risk
92.1,55.96,83.76,88.58,3.14,3,Male,Low Risk
39.75,58.48,12.81,32.11,0.77,8,Male,High Risk
86.07,61.08,83.92,87.34,3.83,4,Male,Low Risk
70.25,79.51,69.53,55.43,3.56,5,Male,Low Risk
54.26,44.32,59.04,70.54,3.02,8,Female,Medium Risk
58.37,8.48,1.73,78.21,2.2,4,Other,High Risk
69.88,54.65,93.83,54.91,2.14,3,Female,Medium Risk
94.21,99.69,32.53,98.88,3.94,3,Male,Low Risk
82.44,92.57,20.13,92.96,0.07,3,Other,Medium Risk
82.3,54.81,61.68,65.0,3.5,3,Female,Low Risk
75.31,60.09,89.81,90.64,2.07,3,Female,Low Risk
72.46,51.81,99.8,98.63,3.14,6,Male,Low Risk
78.27,46.99,70.35,97.13,2.02,5,Female,Medium Risk
83.59,94.3,30.55,76.27,2.4,7,Male,Low Risk
82.79,87.33,48.05,98.57,3.5,5,Female,Low Risk
73.1,83.78,71.78,70.31,4.0,6,Female,Low Risk
76.36,48.38,70.95,62.52,2.26,8,Female,Medium Risk
71.37,67.2,80.81,76.86,2.07,4,Male,Medium Risk
93.52,42.61,68.24,97.19,2.36,5,Male,Low Risk
42.94,35.7,91.27,91.98,2.6,7,Male,Medium Risk
78.25,50.21,85.33,56.32,3.99,6,Male,Low Risk
70.47,46.64,94.86,75.31,2.49,3,Female,Medium Risk
24.71,85.92,29.73,21.02,1.24,5,Male,High Risk
82.81,73.41,85.93,96.28,2.61,2,Female,Low Risk
69.81,83.8,4.02,20.18,0.5,6,Female,High Risk
42.19,54.88,20.6,40.53,2.54,5,Female,High Risk
54.84,47.63,83.7,78.97,2.02,3,Female,Medium Risk
56.35,56.15,69.62,86.42,3.37,3,Female,Medium Risk
96.15,77.87,62.42,61.08,3.91,3,Male,Low Risk
52.84,35.45,51.76,4.34,2.59,6,Female,High Risk
27.05,4.48,64.14,56.82,1.35,4,Male,High Risk
52.7,65.29,71.72,36.88,1.18,5,Male,High Risk
99.74,49.34,90.94,80.54,2.36,2,Male,Low Risk
83.35,60.79,53.67,53.76,2.77,8,Male,Medium Risk
60.47,92.92,51.48,56.69,3.21,6,Male,Medium Risk
75.2,40.48,66.3,83.35,2.16,2,Female,Medium Risk
20.46,17.9,58.68,97.34,3.51,3,Male,Medium Risk
83.85,78.02,41.18,63.23,2.86,1,Female,Low Risk
82.55,95.63,95.96,61.56,2.65,8,Male,Low Risk
81.96,55.54,94.71,74.95,3.08,6,Female,Low Risk
64.85,54.02,61.4,79.02,2.67,2,Male,Medium Risk
70.96,99.61,65.2,91.13,2.03,1,Male,Low Risk
92.54,76.23,83.15,78.41,3.79,7,Female,Low Risk
77.69,37.65,30.33,17.3,3.98,1,Male,Medium Risk
94.52,66.27,95.48,18.76,2.48,8,Other,Medium Risk
57.47,47.48,71.92,61.2,2.9,2,Male,Medium Risk
69.13,42.34,89.47,89.13,2.33,8,Male,Medium Risk
11.6,30.51,36.07,68.33,3.15,6,Other,High Risk
70.12,62.2,42.69,81.62,3.72,2,Other,Low Risk
71.15,37.94,55.78,37.04,2.09,8,Other,Medium Risk
79.2,65.95,67.98,95.44,2.91,1,Male,Low Risk
48.87,60.03,23.09,37.85,3.46,3,Male,Medium Risk
62.39,4.72,37.84,61.29,2.63,2,Other,High Risk
83.68,95.67,97.04,21.13,2.17,8,Female,Low Risk
75.76,55.36,84.71,86.98,3.27,4,Male,Low Risk
72.14,47.02,84.32,60.58,3.97,6,Other,Low Risk
43.69,59.84,96.01,75.65,2.58,5,Other,Medium Risk
53.56,54.86,66.17,99.87,3.57,3,Male,Low Risk
96.54,95.6,82.23,64.99,2.12,5,Male,Low Risk
61.73,88.88,80.15,80.59,3.0,3,Female,Low Risk
78.77,42.96,74.38,62.33,3.12,2,Male,Medium Risk
77.53,62.32,90.3,70.98,3.93,7,Female,Low Risk
53.03,51.18,55.47,75.09,2.1,4,Male,Medium Risk
92.08,81.7,43.6,70.89,3.77,3,Other,Low Risk
84.47,83.52,42.96,96.67,3.92,1,Male,Low Risk
99.88,98.25,80.0,81.22,3.95,8,Male,Low Risk
94.4,81.51,73.37,56.67,2.08,4,Male,Low Risk
62.0,52.5,64.68,85.91,2.13,4,Male,Medium Risk
48.04,71.66,73.03,72.91,0.81,5,Female,Medium Risk
92.9,57.08,91.14,81.41,3.33,7,Male,Low Risk
61.06,82.67,95.29,50.04,3.03,6,Female,Low Risk
76.92,72.32,95.4,95.22,3.16,6,Female,Low Risk
79.69,40.59,54.41,62.74,3.31,3,Female,Medium Risk
55.44,55.96,95.56,85.43,3.65,6,Male,Low Risk
68.22,43.87,51.01,99.85,2.51,6,Female,Medium Risk
96.81,96.87,36.26,78.62,2.21,8,Female,Low Risk
67.47,43.76,87.06,59.65,3.43,5,Female,Medium Risk
54.02,84.54,72.78,90.2,2.85,2,Male,Low Risk
94.21,98.51,72.8,83.02,3.45,7,Female,Low Risk
82.87,95.22,86.5,76.49,3.03,4,Female,Low Risk
81.4,59.74,30.13,72.58,3.96,2,Female,Low Risk
0.47,85.34,61.91,16.27,3.09,8,Other,High Risk
70.45,73.95,59.96,78.32,3.93,4,Male,Low Risk
71.01,44.7,55.22,93.69,2.92,8,Female,Medium Risk
61.1,73.09,53.78,76.82,2.72,4,Male,Medium Risk
32.31,28.68,13.6,54.93,1.79,6,Female,High Risk
86.73,51.24,65.74,92.75,2.82,2,Male,Low Risk
59.02,70.08,66.43,66.15,3.5,3,Female,Low Risk
65.6,76.57,54.99,54.26,3.48,7,Male,Medium Risk
65.26,12.44,29.54,91.33,0.35,3,Female,High Risk
64.39,99.83,96.3,92.29,2.08,1,Female,Low Risk
97.72,54.0,91.95,85.79,3.28,4,Male,Low Risk
58.3,58.52,65.73,72.02,2.57,3,Other,Medium Risk
77.13,69.94,58.53,84.38,3.39,2,Female,Low Risk
94.0,88.8,77.74,51.77,1.96,4,Female,Low Risk
52.38,10.17,83.35,5.2,3.7,6,Male,Medium Risk
93.62,98.1,66.27,63.67,3.36,4,Other,Low Risk
83.65,54.18,77.75,58.13,2.75,8,Female,Medium Risk
65.59,27.5,6.49,5.49,2.33,7,Male,High Risk
75.2,82.57,84.35,70.86,2.65,1,Female,Low Risk
57.84,65.2,89.3,84.76,2.18,2,Female,Medium Risk
72.75,78.13,64.09,83.71,3.29,4,Female,Low Risk
77.01,9.33,65.62,3.42,3.08,6,Other,Medium Risk
61.59,72.0,62.12,52.99,2.31,8,Other,Medium Risk
57.04,58.38,88.21,90.62,3.99,7,Female,Low Risk
99.64,40.24,81.36,86.72,2.58,7,Male,Low Risk
89.93,43.18,58.91,74.45,2.4,4,Female,Medium Risk
86.02,91.38,89.47,74.05,2.72,6,Female,Low Risk
85.35,40.49,52.53,61.8,2.67,7,Female,Medium Risk
31.97,83.42,65.55,35.09,3.66,7,Female,Medium Risk
58.46,61.99,95.46,60.55,2.28,7,Male,Medium Risk
73.29,94.35,65.52,93.35,2.89,8,Female,Low Risk
0.19,95.29,2.0,41.86,2.87,5,Other,High Risk
96.6,68.39,80.14,78.22,2.95,2,Male,Low Risk
84.52,80.66,85.47,70.34,2.54,8,Male,Low Risk
88.22,41.4,77.68,87.31,3.91,7,Male,Low Risk
78.09,95.16,52.67,74.42,2.24,6,Male,Low Risk
71.41,94.03,69.18,52.44,2.63,8,Male,Low Risk
60.41,70.19,66.77,85.97,3.25,1,Female,Low Risk
95.41,53.24,91.25,56.38,2.79,6,Male,Low Risk
53.29,72.29,60.93,60.69,3.6,4,Female,Medium Risk
69.42,83.57,74.55,90.71,2.75,8,Female,Low Risk
54.38,97.95,84.08,54.07,3.86,7,Male,Low Risk
85.03,48.79,84.51,56.16,3.66,8,Male,Low Risk
59.45,60.24,59.13,51.02,3.27,2,Female,Medium Risk
69.45,75.24,55.75,91.87,2.71,8,Female,Low Risk
13.33,74.67,41.85,1.54,2.11,2,Male,High Risk
79.55,87.98,70.51,55.98,3.78,7,Female,Low Risk
72.85,83.67,63.29,87.42,2.36,7,Female,Low Risk
99.83,17.2,95.67,86.55,3.94,8,Other,Low Risk
90.1,67.07,41.67,27.38,1.52,3,Female,Medium Risk
51.11,97.83,87.96,50.06,2.34,3,Female,Medium Risk
92.3,83.54,72.49,76.14,3.2,5,Female,Low Risk
44.05,83.56,60.56,6.87,1.77,3,Male,High Risk
94.09,75.67,50.74,87.94,2.92,1,Male,Low Risk
82.54,29.54,45.85,44.23,1.21,5,Other,High Risk
35.78,77.56,69.51,66.59,3.32,2,Male,Medium Risk
67.96,93.87,88.97,36.73,2.57,5,Female,Low Risk
67.62,53.82,72.68,70.4,3.67,4,Female,Low Risk
78.06,32.46,69.46,19.52,1.91,6,Female,Medium Risk
97.78,86.92,62.65,64.03,2.36,5,Male,Low Risk
2.01,15.74,66.61,62.96,3.74,3,Other,High Risk
16.83,96.45,8.61,64.9,2.82,6,Male,Medium Risk
84.1,98.37,62.38,77.52,2.18,2,Female,Low Risk
2.91,40.66,64.92,57.4,0.62,8,Female,High Risk
20.41,96.11,71.96,59.3,3.4,7,Female,Medium Risk
94.91,87.05,50.35,86.62,2.25,1,Female,Low Risk
93.25,94.37,62.7,76.16,2.67,6,Male,Low Risk
78.9,96.87,23.14,32.17,2.58,3,Male,Medium Risk
71.89,60.53,72.65,57.89,3.11,6,Female,Medium Risk
80.7,99.32,20.57,78.87,2.44,6,Other,Low Risk
61.85,87.17,94.01,78.82,3.39,6,Female,Low Risk
43.46,18.18,33.15,39.74,2.49,3,Other,High Risk
85.35,57.44,89.79,70.68,3.49,3,Male,Low Risk
88.16,50.51,52.45,58.43,2.09,7,Female,Medium Risk
58.93,96.38,63.51,95.09,3.34,6,Male,Low Risk
77.01,91.39,68.02,84.15,2.87,5,Female,Low Risk
41.16,76.27,38.67,13.18,3.45,4,Male,Medium Risk
58.53,96.75,70.45,83.3,3.73,6,Female,Low Risk
57.56,71.2,74.29,93.03,3.49,2,Male,Low Risk
90.05,98.04,88.48,5.1,3.72,3,Female,Low Risk
68.0,92.17,59.86,57.83,3.82,4,Male,Low Risk
55.12,56.57,90.35,91.87,2.73,5,Male,Medium Risk
54.88,99.76,94.48,53.68,2.76,2,Female,Low Risk
52.01,91.46,80.82,82.15,3.94,7,Male,Low Risk
92.28,48.05,50.6,76.25,3.14,2,Male,Low Risk
68.0,59.95,61.87,90.62,3.72,4,Male,Low Risk
75.2,24.47,39.36,11.98,0.96,5,Male,High Risk
66.85,85.01,11.4,92.46,3.62,2,Female,Low Risk
51.64,61.46,74.25,96.18,3.39,7,Female,Low Risk
61.52,86.88,36.17,54.91,2.06,5,Other,Medium Risk
94.55,38.08,13.49,10.92,0.03,7,Other,High Risk
91.25,72.09,64.65,78.86,3.07,3,Female,Low Risk
63.51,40.31,15.45,40.14,1.33,8,Other,High Risk
94.5,96.53,79.52,60.1,2.92,6,Male,Low Risk
98.45,53.34,96.6,75.11,2.14,7,Male,Low Risk
53.63,23.78,82.85,97.01,1.84,8,Female,Medium Risk
98.22,47.15,97.6,57.97,3.28,2,Male,Low Risk
86.76,49.67,91.35,79.67,2.05,6,Male,Low Risk
97.77,93.64,26.79,34.06,3.25,1,Male,Low Risk
71.8,88.92,91.02,83.76,3.66,8,Female,Low Risk
92.17,84.7,99.11,96.45,1.26,4,Female,Low Risk
63.42,42.02,85.43,77.22,2.65,2,Male,Medium Risk
85.91,9.44,66.72,61.26,3.47,2,Male,Medium Risk
64.0,66.29,87.08,73.85,2.92,4,Male,Low Risk
67.27,67.37,87.68,54.89,2.49,3,Female,Medium Risk
61.61,55.71,22.73,48.99,2.19,6,Other,Medium Risk
68.1,56.73,43.79,35.01,0.91,4,Female,High Risk
99.91,24.38,47.29,91.02,0.41,5,Other,Medium Risk
4.39,43.96,77.4,65.08,2.81,7,Female,High Risk
60.74,89.73,66.7,94.26,3.15,4,Female,Low Risk
54.42,82.77,86.76,78.97,3.37,6,Male,Low Risk
78.66,57.27,16.52,17.27,2.46,8,Female,Medium Risk
99.99,59.31,71.22,97.59,2.26,8,Male,Low Risk
71.54,63.7,50.37,96.06,2.81,5,Other,Low Risk
53.15,80.07,59.52,78.31,2.62,6,Other,Medium Risk
76.75,74.05,76.67,75.56,2.69,4,Male,Low Risk
63.54,60.15,14.32,19.33,2.73,7,Other,Medium Risk
59.79,58.62,93.17,94.13,2.56,4,Male,Low Risk
61.71,76.09,51.03,98.34,2.08,8,Male,Medium Risk
64.63,45.22,50.21,71.66,2.3,8,Male,Medium Risk
88.3,93.45,64.34,71.31,2.25,2,Male,Low Risk
96.68,78.83,61.73,94.34,2.99,7,Female,Low Risk
81.2,89.46,50.52,94.54,2.11,7,Female,Low Risk
53.74,44.56,0.59,57.45,2.99,8,Male,High Risk
90.99,67.79,31.72,64.29,3.33,3,Female,Low Risk
85.87,24.3,36.09,71.46,0.63,6,Male,High Risk
54.94,92.77,92.87,99.61,2.4,5,Female,Low Risk
76.47,90.33,81.63,70.86,3.58,1,Male,Low Risk
77.06,85.05,73.23,75.15,2.77,2,Female,Low Risk
80.76,19.96,52.55,79.61,2.7,7,Male,Medium Risk
27.56,9.42,19.07,63.87,2.51,2,Female,High Risk
90.48,54.48,58.17,83.29,3.97,3,Female,Low Risk
65.46,60.81,80.84,63.12,3.01,8,Male,Medium Risk
81.26,79.32,73.58,75.15,3.72,7,Other,Low Risk
95.29,59.96,55.11,87.84,3.17,7,Male,Low Risk
56.33,29.46,2.28,61.44,3.3,2,Female,Medium Risk
70.74,78.28,98.99,70.36,2.02,4,Male,Low Risk
39.83,89.62,92.69,97.28,3.07,7,Male,Low Risk
98.76,95.84,81.2,52.59,3.0,1,Female,Low Risk
69.74,61.21,82.69,96.12,3.36,4,Male,Low Risk
71.67,56.88,64.05,82.57,2.39,8,Female,Medium Risk
65.85,67.49,77.9,57.24,2.02,1,Male,Medium Risk
56.14,77.22,71.9,53.55,2.68,5,Female,Medium Risk
88.59,65.06,69.92,82.86,3.19,6,Male,Low Risk
22.97,83.06,15.91,98.02,0.9,8,Female,High Risk
60.98,53.55,74.64,77.79,2.38,7,Male,Medium Risk
65.12,43.58,72.82,63.64,3.21,7,Female,Medium Risk
98.3,65.64,89.1,59.95,2.72,2,Male,Low Risk
50.26,81.53,63.09,98.89,3.66,3,Male,Low Risk
59.87,52.86,89.02,45.45,3.25,1,Male,Medium Risk
63.31,18.96,91.94,10.31,0.03,3,Other,High Risk
64.77,50.89,5.4,93.65,1.65,5,Female,Medium Risk
29.63,34.59,79.07,87.83,1.29,8,Female,High Risk
3.34,30.23,42.29,58.56,0.6,1,Female,High Risk
55.17,99.96,94.02,84.48,2.92,6,Male,Low Risk
51.46,44.41,78.66,65.85,2.14,3,Male,Medium Risk
61.49,94.41,83.66,71.26,2.93,6,Male,Low Risk
80.4,96.43,90.94,84.22,3.67,7,Female,Low Risk
39.45,73.78,25.75,75.23,2.02,5,Other,Medium Risk
50.77,45.78,81.62,91.09,3.15,6,Female,Medium Risk
