attendance,internal_marks,assignment_score,quiz_score,previous_gpa,semester,gender,performance_score,AcademicRisk
76.51,67.13,64.08,81.68,3.41,8,Female,75.73,Low Risk
70.27,74.01,67.42,67.35,2.44,4,Male,67.84,Medium Risk
55.22,83.66,10.87,22.52,3.17,1,Other,55.36,Medium Risk
51.83,33.22,77.47,22.65,3.76,1,Male,58.12,Medium Risk
80.49,90.11,1.72,73.72,3.51,8,Other,71.4,Low Risk
93.07,3.62,62.15,45.77,0.08,4,Male,40.68,High Risk
17.03,41.06,84.03,45.78,3.72,7,Male,55.19,Medium Risk
38.19,75.65,57.73,71.97,0.71,5,Other,48.57,High Risk
94.74,41.32,24.5,48.71,1.55,8,Other,52.62,Medium Risk
75.19,87.39,6.35,96.2,3.76,7,Male,75.16,Low Risk
96.99,67.9,26.76,99.24,3.34,1,Female,77.6,Low Risk
93.91,52.55,74.28,55.53,3.11,7,Male,72.9,Low Risk
21.84,87.28,60.32,17.65,2.23,4,Male,48.55,High Risk
39.78,80.18,93.73,95.7,1.7,6,Male,65.02,Medium Risk
25.72,61.02,28.18,64.96,0.37,1,Other,34.92,High Risk
0.7,34.45,44.03,46.98,2.99,6,Other,39.4,High Risk
68.53,11.07,10.62,73.99,0.22,3,Other,33.41,High Risk
72.13,95.69,17.86,95.03,0.26,6,Female,55.73,Medium Risk
37.34,62.04,17.97,53.32,2.89,6,Male,50.5,Medium Risk
52.36,79.38,30.02,20.19,1.4,3,Female,45.25,High Risk
80.71,91.54,74.16,43.72,2.72,2,Other,73.17,Low Risk
50.43,77.07,64.03,87.13,3.13,7,Female,70.26,Low Risk
52.34,89.06,9.3,28.74,3.46,7,Other,58.23,Medium Risk
53.18,72.24,57.79,6.96,3.22,5,Other,57.58,Medium Risk
90.98,29.5,56.88,28.98,2.22,3,Female,55.4,Medium Risk
81.98,22.24,52.82,4.06,0.86,2,Other,38.85,High Risk
56.87,29.46,48.95,61.37,1.71,5,Other,47.34,High Risk
93.99,30.26,54.83,64.47,3.71,8,Other,70.63,Low Risk
74.36,2.31,97.92,37.71,2.88,8,Other,57.4,Medium Risk
71.05,46.96,98.06,57.54,3.19,1,Female,70.43,Low Risk
89.52,77.45,55.06,63.53,3.35,4,Other,76.6,Low Risk
79.33,87.7,4.35,97.24,3.29,6,Female,73.17,Low Risk
34.87,1.41,69.25,24.77,1.41,4,Female,31.91,High Risk
53.74,44.56,0.59,57.45,2.99,8,Male,49.74,High Risk
24.59,72.98,75.46,9.78,1.87,2,Male,45.22,High Risk
67.05,91.23,63.61,61.24,3.33,8,Other,74.55,Low Risk
20.8,51.89,80.99,8.9,1.58,3,Other,38.94,High Risk
0.08,59.85,35.39,12.38,0.74,4,Male,23.78,High Risk
98.17,56.66,47.94,96.6,2.67,8,Other,74.24,Low Risk
91.73,35.49,85.74,23.58,2.83,2,Male,64.12,Medium Risk
76.98,98.64,98.64,75.11,2.67,1,Female,81.72,Low Risk
42.2,71.29,76.55,9.49,3.41,5,Other,59.03,Medium Risk
28.28,49.64,74.88,18.67,3.97,5,Male,55.84,Medium Risk
77.49,36.01,92.1,21.85,3.18,3,Male,63.54,Medium Risk
31.69,62.92,59.77,5.45,0.02,5,Male,30.41,High Risk
45.55,11.89,56.92,15.64,0.24,2,Female,26.15,High Risk
50.82,48.95,33.31,43.13,3.12,4,Other,53.46,Medium Risk
30.28,33.29,67.04,14.93,3.72,3,Female,49.77,High Risk
92.79,59.81,4.66,96.72,3.71,2,Female,73.55,Low Risk
68.81,97.61,20.24,39.29,3.86,6,Other,69.78,Medium Risk
93.29,20.39,52.85,83.28,1.21,8,Female,55.38,Medium Risk
18.9,71.26,88.02,68.1,2.74,2,Female,59.52,Medium Risk
82.79,87.33,48.05,98.57,3.5,5,Female,82.03,Low Risk
83.23,84.47,63.1,53.84,3.66,8,Other,78.12,Low Risk
95.33,98.8,58.71,22.21,3.1,6,Male,75.11,Low Risk
25.4,57.14,17.17,94.12,3.55,7,Female,56.66,Medium Risk
3.75,93.06,79.02,98.22,3.64,8,Male,68.89,Medium Risk
66.09,43.17,74.78,45.79,1.66,6,Female,53.62,Medium Risk
96.59,98.69,56.86,79.41,2.18,3,Male,77.95,Low Risk
90.83,79.17,74.06,52.29,3.75,6,Female,80.93,Low Risk
94.6,30.13,57.8,69.98,2.6,4,Other,65.09,Medium Risk
27.93,44.7,63.06,51.28,3.05,1,Male,52.14,Medium Risk
88.46,36.06,30.52,13.75,3.67,7,Female,58.91,Medium Risk
83.48,38.98,37.85,3.61,1.02,4,Other,41.26,High Risk
60.88,26.73,22.2,11.39,2.64,3,Other,42.1,High Risk
31.99,74.19,10.65,13.81,1.67,3,Male,36.94,High Risk
55.23,21.17,81.95,49.86,0.14,6,Other,38.69,High Risk
88.85,75.17,80.07,71.3,1.64,8,Other,70.2,Low Risk
55.01,76.88,29.36,79.04,1.06,7,Male,52.01,Medium Risk
92.98,91.92,73.81,38.94,3.68,5,Female,81.54,Low Risk
90.59,76.39,86.52,8.66,3.59,3,Female,74.64,Low Risk
40.4,40.6,57.33,2.78,3.83,8,Male,51.17,Medium Risk
94.25,31.92,25.59,99.94,2.87,3,Male,66.71,Medium Risk
72.41,70.07,91.25,11.73,3.64,3,Male,70.31,Low Risk
75.99,69.56,13.9,80.78,2.71,4,Male,64.05,Medium Risk
65.16,39.43,81.37,57.59,3.38,1,Male,66.15,Medium Risk
83.7,76.9,67.62,26.35,1.92,3,Female,62.4,Medium Risk
82.41,85.06,79.35,93.73,3.49,1,Female,85.39,Low Risk
35.63,37.89,94.5,6.27,0.48,2,Other,34.6,High Risk
17.49,15.13,16.55,65.85,3.97,8,Male,44.57,High Risk
99.25,69.53,84.76,11.2,2.77,5,Other,70.42,Low Risk
64.91,21.18,1.8,75.86,1.74,4,Other,42.99,High Risk
12.01,7.13,98.98,7.41,0.53,5,Other,23.7,High Risk
92.11,22.18,71.67,80.15,3.88,1,Other,74.49,Low Risk
39.1,14.99,13.54,59.75,2.19,5,Male,37.45,High Risk
17.5,76.48,36.06,78.28,0.83,7,Male,42.01,High Risk
15.63,10.42,99.98,45.54,3.49,3,Female,49.63,High Risk
90.35,69.63,81.04,65.57,3.67,6,Female,81.44,Low Risk
92.92,86.74,12.86,66.92,3.56,8,Male,74.8,Low Risk
89.2,50.2,95.66,82.82,3.02,2,Other,77.99,Low Risk
70.53,6.72,3.88,65.37,1.36,5,Female,37.86,High Risk
62.27,75.08,79.36,21.2,3.7,5,Female,68.79,Medium Risk
70.01,82.78,44.64,77.65,3.92,6,Female,76.9,Low Risk
98.44,33.67,64.24,11.07,2.84,3,Other,60.39,Medium Risk
41.98,58.73,2.59,69.54,1.98,7,Female,45.44,High Risk
84.71,87.14,55.7,97.19,2.08,3,Male,74.54,Low Risk
45.6,36.5,67.46,1.39,3.49,4,Male,50.84,Medium Risk
24.15,72.31,57.39,69.69,2.58,1,Other,55.69,Medium Risk
0.13,52.83,7.36,97.65,0.02,4,Other,26.48,High Risk
62.28,80.8,56.36,34.35,3.98,5,Other,70.21,Low Risk
82.66,66.97,97.98,93.61,3.86,1,Male,86.92,Low Risk
85.68,81.98,42.56,4.81,3.72,5,Female,68.17,Medium Risk
70.82,17.52,35.77,47.84,0.59,4,Male,37.44,High Risk
84.94,81.57,78.54,78.04,3.78,8,Female,84.66,Low Risk
96.73,91.83,48.29,56.39,2.19,2,Male,71.94,Low Risk
99.78,86.89,85.2,20.63,2.27,2,Other,72.38,Low Risk
84.78,8.38,4.7,27.49,1.9,6,Other,39.57,High Risk
42.33,40.07,81.8,67.75,3.09,4,Female,60.34,Medium Risk
41.16,76.27,38.67,13.18,3.45,4,Male,54.88,Medium Risk
56.57,88.21,74.55,42.21,3.84,2,Male,73.3,Low Risk
64.31,51.1,95.64,90.47,1.59,4,Other,64.15,Medium Risk
12.28,83.11,15.33,17.93,2.4,6,Other,39.68,High Risk
11.52,56.39,72.1,5.88,2.39,2,Other,40.79,High Risk
25.97,13.52,11.69,10.33,2.55,2,Female,28.44,High Risk
16.37,56.65,67.18,35.48,3.33,2,Female,51.63,Medium Risk
63.93,52.25,96.58,47.23,3.13,8,Female,67.57,Medium Risk
30.63,19.82,95.46,81.06,1.37,4,Other,46.66,High Risk
54.74,78.77,31.89,85.9,0.43,5,Female,49.79,High Risk
96.02,12.79,34.9,69.81,0.89,6,Male,47.83,High Risk
9.95,60.63,6.64,24.13,0.24,8,Female,20.73,High Risk
77.26,53.99,53.61,71.89,2.79,7,Female,66.38,Medium Risk
82.35,83.75,41.23,45.78,3.53,3,Other,72.45,Low Risk
9.83,4.3,72.14,76.1,3.37,5,Male,46.62,High Risk
99.36,81.54,72.23,12.33,3.33,7,Male,74.64,Low Risk
35.17,70.13,79.06,59.02,0.59,7,Other,47.22,High Risk
32.24,23.66,89.28,45.29,2.83,7,Female,50.66,Medium Risk
51.27,43.3,3.58,95.98,0.41,3,Male,38.97,High Risk
89.38,57.79,73.5,99.96,1.64,8,Female,70.17,Low Risk
0.17,48.78,26.46,8.62,3.38,1,Male,36.19,High Risk
60.43,84.69,40.65,84.88,2.03,5,Male,63.56,Medium Risk
72.28,52.4,76.09,82.7,0.09,6,Male,52.93,Medium Risk
88.7,38.52,99.65,15.26,2.08,7,Female,60.12,Medium Risk
81.92,31.65,96.06,76.03,3.13,5,Other,72.19,Low Risk
84.43,39.09,83.72,44.02,3.64,5,Other,70.84,Low Risk
88.71,64.32,89.56,99.91,1.44,7,Other,72.46,Low Risk
89.61,43.37,96.21,65.25,0.44,6,Female,58.05,Medium Risk
58.24,98.15,93.09,52.52,2.72,2,Female,73.03,Low Risk
96.88,67.68,93.0,72.87,2.84,4,Female,80.39,Low Risk
65.27,99.2,99.94,51.65,0.38,6,Other,61.27,Medium Risk
53.43,15.75,44.98,20.29,3.51,5,Other,48.24,High Risk
69.59,54.53,81.19,79.3,2.93,2,Male,70.69,Low Risk
40.84,22.48,24.73,58.41,1.27,6,Other,35.11,High Risk
11.27,62.6,87.49,36.25,0.67,4,Female,38.09,High Risk
71.06,82.22,50.9,82.56,2.7,1,Male,71.1,Low Risk
72.34,74.87,66.62,20.38,3.65,4,Other,68.92,Medium Risk
55.92,30.4,3.08,43.67,0.86,3,Female,32.45,High Risk
45.13,4.31,0.39,93.15,2.76,1,Female,43.43,High Risk
77.21,31.1,68.77,70.54,1.55,8,Female,56.11,Medium Risk
93.54,46.76,19.67,37.72,1.58,7,Male,51.22,Medium Risk
90.56,74.27,39.71,63.33,3.45,5,Other,74.51,Low Risk
56.28,84.39,83.69,41.49,3.4,4,Other,70.97,Low Risk
60.84,68.16,12.24,67.49,3.52,1,Other,62.8,Medium Risk
69.82,38.46,32.43,71.7,2.87,4,Other,58.7,Medium Risk
62.25,94.26,99.67,1.01,3.89,5,Male,73.83,Low Risk
10.5,39.86,91.73,63.08,0.71,1,Female,38.26,High Risk
89.42,88.1,33.8,36.32,3.73,5,Other,73.81,Low Risk
9.24,24.17,90.63,99.15,3.45,5,Male,57.17,Medium Risk
46.82,10.79,72.07,96.15,3.11,4,Female,58.53,Medium Risk
54.84,14.59,7.92,95.72,1.7,4,Female,42.8,High Risk
80.95,92.92,71.04,59.6,2.63,8,Female,74.85,Low Risk
90.21,98.12,5.86,68.77,3.8,3,Female,77.12,Low Risk
90.1,78.89,72.36,56.91,3.24,1,Female,77.94,Low Risk
65.17,84.2,32.87,76.17,3.36,2,Male,70.49,Low Risk
99.23,77.79,22.31,62.31,1.18,8,Male,60.43,Medium Risk
90.27,94.46,25.79,51.46,3.63,4,Other,75.73,Low Risk
22.55,20.21,71.25,50.14,2.4,1,Other,42.89,High Risk
69.59,58.45,51.93,55.44,0.89,5,Other,50.76,Medium Risk
79.26,91.92,96.32,73.7,1.8,2,Male,74.95,Low Risk
52.38,10.17,83.35,5.2,3.7,6,Male,51.54,Medium Risk
98.97,49.35,35.55,27.49,3.92,2,Male,68.57,Medium Risk
72.34,86.94,62.89,61.24,3.02,5,Other,72.97,Low Risk
5.44,82.57,74.03,59.18,1.76,1,Other,48.86,High Risk
43.84,47.63,99.47,67.46,3.26,6,Other,65.9,Medium Risk
29.34,23.79,44.25,63.53,1.73,5,Male,39.07,High Risk
76.16,22.44,99.27,78.62,3.39,2,Other,71.4,Low Risk
97.97,11.97,34.38,20.8,0.75,6,Female,39.85,High Risk
24.36,73.76,87.92,81.47,3.25,8,Female,66.56,Medium Risk
87.29,19.23,22.08,65.61,1.16,3,Other,46.07,High Risk
28.46,27.28,76.75,70.61,3.61,7,Male,57.24,Medium Risk
19.51,80.42,35.42,48.34,0.89,6,Other,39.09,High Risk
5.43,86.62,2.27,53.05,3.58,3,Female,49.35,High Risk
78.1,33.94,94.51,3.06,0.53,7,Female,44.26,High Risk
24.88,95.12,56.12,2.71,3.28,7,Male,54.57,Medium Risk
83.86,87.11,15.17,11.68,3.7,2,Male,65.54,Medium Risk
6.64,11.65,61.63,60.7,3.89,6,Female,46.65,High Risk
69.56,6.54,34.46,71.71,0.63,8,Female,38.56,High Risk
76.84,87.98,96.72,74.71,2.7,6,Female,79.4,Low Risk
64.77,50.89,5.4,93.65,1.65,6,Female,51.54,Medium Risk
67.73,2.96,40.14,89.56,2.69,3,Male,53.79,Medium Risk
11.8,99.89,25.99,89.6,2.44,7,Other,55.52,Medium Risk
93.25,91.35,79.74,11.67,2.3,7,Male,69.67,Medium Risk
69.96,84.27,29.18,91.35,2.99,2,Other,71.11,Low Risk
53.83,3.11,72.29,54.5,1.08,2,Male,39.85,High Risk
65.28,91.91,10.05,31.58,0.29,5,Other,42.76,High Risk
85.03,91.73,54.84,70.59,3.12,1,Other,77.92,Low Risk
93.42,50.38,83.83,28.36,2.54,2,Other,66.13,Medium Risk
68.68,90.52,29.5,65.88,2.24,4,Male,63.58,Medium Risk
97.33,70.38,28.43,20.45,1.18,6,Other,53.12,Medium Risk
9.83,10.03,76.34,6.44,0.27,6,Other,18.57,High Risk
53.14,58.61,51.02,3.6,1.99,1,Male,45.64,High Risk
7.72,69.29,83.48,15.88,0.3,6,Female,32.57,High Risk
87.9,91.13,31.72,95.96,3.46,6,Other,80.98,Low Risk
95.79,58.44,67.91,53.13,3.23,5,Other,73.98,Low Risk
95.97,58.47,88.56,81.08,2.8,6,Other,78.63,Low Risk
26.14,8.69,77.67,41.53,2.04,7,Female,38.9,High Risk
34.27,17.72,67.81,84.6,0.16,8,Female,35.97,High Risk
35.86,59.62,67.56,34.71,0.86,1,Male,41.6,High Risk
17.48,21.96,46.39,94.26,2.94,1,Male,48.23,High Risk
24.05,28.27,18.18,97.49,3.12,2,Other,48.52,High Risk
54.38,4.05,17.37,62.34,2.06,8,Other,39.24,High Risk
37.88,82.16,44.24,75.35,0.54,6,Other,47.22,High Risk
72.59,77.58,56.55,25.5,2.09,5,Male,59.03,Medium Risk
45.99,98.98,50.59,49.83,2.24,4,Male,60.36,Medium Risk
92.1,16.55,28.47,15.36,0.46,5,Male,35.78,High Risk
69.58,58.92,34.72,27.64,2.61,3,Female,54.85,Medium Risk
52.32,65.12,97.91,51.91,3.52,8,Male,70.58,Low Risk
74.2,49.75,79.0,84.11,3.67,8,Female,75.9,Low Risk
82.21,21.66,80.45,53.44,1.11,6,Male,51.91,Medium Risk
1.01,62.61,12.05,5.87,0.63,4,Other,19.4,High Risk
65.63,3.62,0.54,5.17,2.42,8,Other,33.11,High Risk
88.8,76.42,19.98,29.23,3.89,2,Other,69.18,Medium Risk
85.22,83.24,73.03,80.18,3.74,5,Female,84.31,Low Risk
81.87,73.88,96.05,27.05,3.31,4,Female,74.4,Low Risk
95.91,87.67,95.11,65.88,3.89,5,Male,89.97,Low Risk
53.77,4.89,44.83,90.8,2.85,3,Male,52.58,Medium Risk
10.83,31.26,17.19,38.59,3.89,3,Female,41.64,High Risk
90.01,34.27,3.9,49.46,0.5,8,Male,40.49,High Risk
29.53,28.47,49.08,27.35,2.67,8,Other,41.23,High Risk
89.2,53.65,90.37,72.67,1.4,4,Other,66.24,Medium Risk
78.6,70.52,96.88,96.56,1.1,4,Other,69.64,Medium Risk
99.49,86.36,2.37,25.13,0.17,5,Other,47.33,High Risk
31.16,22.35,78.52,95.98,1.97,4,Male,50.75,Medium Risk
26.07,71.88,74.14,32.72,3.5,4,Male,58.8,Medium Risk
70.84,90.01,75.66,66.06,2.25,2,Female,71.03,Low Risk
33.21,47.13,63.63,42.83,3.85,1,Other,57.76,Medium Risk
23.59,19.31,37.09,88.86,1.55,1,Other,38.34,High Risk
23.47,54.83,42.62,79.55,1.96,1,Female,47.41,High Risk
81.35,88.63,48.99,41.68,3.28,1,Female,72.16,Low Risk
74.54,80.84,98.73,37.03,2.99,2,Female,73.85,Low Risk
39.5,68.26,14.94,96.15,0.71,6,Male,44.63,High Risk
27.48,88.66,18.76,8.48,1.37,4,Other,37.25,High Risk
73.66,45.97,21.55,74.52,0.52,4,Male,45.27,High Risk
64.48,77.29,48.83,57.55,3.85,6,Other,71.6,Low Risk
99.95,34.91,24.44,26.74,0.37,1,Female,41.96,High Risk
90.23,65.74,73.83,8.69,3.67,5,Female,71.02,Low Risk
19.61,67.95,34.31,4.93,1.21,5,Other,31.94,High Risk
79.34,77.64,14.24,55.1,1.69,2,Other,56.33,Medium Risk
58.58,45.45,77.19,55.56,1.12,5,Other,50.65,Medium Risk
35.68,17.57,57.64,39.6,0.38,8,Female,29.39,High Risk
88.81,81.18,34.96,57.86,0.56,3,Other,55.86,Medium Risk
86.3,88.26,43.79,75.89,2.23,6,Other,71.12,Low Risk
26.0,83.99,60.09,60.22,1.18,6,Male,48.72,High Risk
38.13,48.94,55.47,2.03,3.37,5,Other,49.01,High Risk
49.16,80.58,89.52,7.01,2.3,4,Female,57.26,Medium Risk
61.83,66.77,92.28,78.11,2.96,5,Female,72.87,Low Risk
22.78,74.18,23.79,98.06,0.91,8,Male,44.5,High Risk
83.25,17.64,42.35,55.22,2.0,3,Other,51.48,Medium Risk
73.96,72.44,73.8,7.4,0.25,1,Female,46.72,High Risk
81.81,99.1,15.63,68.91,3.59,6,Other,75.39,Low Risk
36.07,51.27,73.67,88.64,3.68,7,Female,66.62,Medium Risk
25.91,59.31,30.03,37.06,1.59,6,Female,38.34,High Risk
33.14,74.29,89.16,83.9,3.88,1,Other,73.35,Low Risk
20.51,80.62,10.58,61.44,2.98,8,Other,50.68,Medium Risk
43.82,69.03,57.53,50.17,2.47,7,Other,56.35,Medium Risk
81.88,70.73,86.32,37.12,2.76,3,Male,70.38,Low Risk
85.19,24.1,53.84,18.41,1.98,7,Male,49.33,High Risk
96.11,25.97,97.45,30.28,3.71,3,Other,71.57,Low Risk
99.48,87.29,88.99,31.43,1.61,6,Male,70.45,Low Risk
58.37,8.48,1.73,78.21,2.2,4,Other,42.03,High Risk
88.13,88.23,23.69,71.85,2.56,8,Other,70.01,Low Risk
6.51,53.75,63.83,13.96,2.21,6,Male,37.86,High Risk
70.21,99.06,72.28,33.93,2.4,7,Male,68.3,Medium Risk
10.92,69.07,13.93,14.63,0.92,6,Other,26.58,High Risk
28.93,25.78,58.6,41.0,0.88,6,Other,32.83,High Risk
65.32,55.67,24.58,81.08,0.3,1,Female,45.19,High Risk
8.59,60.95,14.29,49.32,0.96,1,Male,29.88,High Risk
49.8,98.74,23.52,1.96,0.45,1,Male,38.83,High Risk
96.51,86.52,56.25,22.98,2.95,1,Female,71.75,Low Risk
72.36,68.16,46.17,68.26,3.47,1,Other,70.57,Low Risk
77.69,37.65,30.33,17.3,3.98,1,Male,58.97,Medium Risk
90.09,98.2,23.52,65.65,2.72,8,Other,72.54,Low Risk
49.95,94.1,94.64,33.54,3.53,7,Other,72.6,Low Risk
66.72,91.9,76.93,69.7,3.21,2,Female,77.12,Low Risk
52.34,90.72,87.8,81.25,2.06,3,Male,69.46,Medium Risk
86.56,68.02,81.72,76.58,3.61,7,Female,81.55,Low Risk
69.37,87.17,46.19,98.15,2.99,7,Male,75.11,Low Risk
89.81,0.53,49.27,42.4,2.61,5,Male,52.62,Medium Risk
4.74,13.82,91.88,0.93,0.75,7,Male,22.56,High Risk
85.79,83.65,61.13,83.38,1.7,3,Other,70.48,Low Risk
2.1,23.94,70.99,75.68,1.57,3,Female,37.13,High Risk
27.38,26.78,5.06,28.11,0.1,4,Female,17.8,High Risk
90.04,86.88,34.42,69.6,2.64,5,Other,71.99,Low Risk
98.11,54.88,92.0,76.03,2.59,1,Other,76.9,Low Risk
50.77,45.78,81.62,91.09,3.15,6,Female,67.44,Medium Risk
20.27,3.67,30.38,15.71,1.58,2,Other,22.59,High Risk
97.42,88.26,70.14,97.67,1.31,3,Male,75.37,Low Risk
31.58,18.15,18.75,47.92,3.37,5,Other,42.59,High Risk
61.22,73.98,71.87,8.59,0.63,7,Male,46.11,High Risk
99.11,96.45,31.45,38.06,2.79,7,Male,71.93,Low Risk
64.6,73.44,67.3,33.21,3.31,4,Other,66.6,Medium Risk
57.69,74.02,91.54,46.89,3.36,7,Female,70.99,Low Risk
56.14,91.33,73.65,75.32,2.61,8,Other,70.96,Low Risk
78.86,45.07,79.4,64.25,3.37,6,Male,71.34,Low Risk
99.16,35.73,94.63,61.23,3.63,4,Male,78.0,Low Risk
75.55,25.74,82.68,92.75,2.39,1,Other,65.29,Medium Risk
44.82,26.52,39.27,42.51,3.52,2,Male,50.78,Medium Risk
50.77,94.06,42.8,1.59,0.95,6,Female,44.1,High Risk
51.85,50.03,15.31,50.06,0.24,4,Other,34.27,High Risk
66.78,95.25,42.04,54.61,3.83,1,Other,74.18,Low Risk
10.18,24.95,59.45,6.14,2.2,5,Female,31.12,High Risk
93.51,90.4,92.37,42.86,3.33,3,Other,82.55,Low Risk
61.1,54.91,86.91,60.5,2.03,4,Male,61.06,Medium Risk
89.89,74.38,33.22,50.23,2.65,4,Male,66.43,Medium Risk
62.68,35.33,67.95,77.04,3.99,1,Female,69.42,Medium Risk
69.64,93.13,62.15,9.62,3.96,4,Other,71.55,Low Risk
57.11,68.6,17.8,72.66,3.74,2,Female,64.94,Medium Risk
66.31,90.1,74.78,44.08,3.14,3,Other,72.05,Low Risk
5.82,79.14,80.8,2.29,3.79,2,Male,53.43,Medium Risk
83.53,74.52,72.05,44.73,3.48,6,Other,75.05,Low Risk
25.68,85.7,36.23,14.42,3.22,8,Female,51.28,Medium Risk
6.28,0.37,32.48,58.95,1.82,1,Male,26.73,High Risk
86.66,74.61,88.57,21.59,2.13,4,Other,66.42,Medium Risk
3.92,91.51,57.47,50.38,0.04,6,Other,35.71,High Risk
89.52,83.99,92.85,74.44,3.04,3,Other,83.27,Low Risk
65.93,10.51,2.69,31.93,0.77,7,Other,28.59,High Risk
48.62,44.07,90.77,57.81,1.99,2,Other,55.69,Medium Risk
39.2,42.99,98.48,11.31,2.82,2,Other,52.49,Medium Risk
92.97,63.43,49.8,94.47,3.28,7,Male,78.07,Low Risk
48.35,53.34,32.38,10.53,2.66,4,Male,45.82,High Risk
78.5,94.12,78.89,57.67,2.59,2,Other,75.12,Low Risk
95.77,94.03,25.75,61.38,3.86,5,Female,79.94,Low Risk
16.19,59.87,68.11,27.94,2.28,5,Male,44.68,High Risk
98.46,24.79,7.59,56.19,1.32,4,Male,47.39,High Risk
65.95,97.88,74.47,11.81,1.9,7,Female,60.88,Medium Risk
0.31,61.97,93.48,78.79,3.41,7,Female,59.62,Medium Risk
98.51,85.76,28.05,37.1,1.1,8,Female,58.43,Medium Risk
2.27,30.43,87.97,69.04,0.69,3,Female,34.52,High Risk
60.37,35.42,18.79,13.43,2.98,2,Female,45.63,High Risk
89.68,47.56,6.03,82.22,2.59,6,Other,61.36,Medium Risk
72.62,90.05,69.04,97.65,2.83,1,Male,78.86,Low Risk
91.91,98.46,68.64,92.89,0.59,3,Male,70.59,Low Risk
20.24,53.94,48.14,57.16,0.2,4,Female,32.89,High Risk
54.21,1.37,95.94,57.56,2.36,5,Male,51.6,Medium Risk
73.36,86.56,94.78,56.42,2.98,7,Male,76.96,Low Risk
85.9,91.26,21.21,46.98,2.93,6,Other,68.27,Medium Risk
87.51,75.95,51.99,46.86,3.84,4,Male,75.89,Low Risk
85.64,68.0,59.95,61.87,3.62,3,Other,75.91,Low Risk
19.58,80.02,34.03,14.98,0.75,4,Female,32.94,High Risk
98.23,54.03,74.67,97.94,2.91,4,Male,79.44,Low Risk
63.65,42.81,45.06,18.01,2.98,2,Male,52.56,Medium Risk
45.09,92.66,98.21,77.41,3.66,6,Male,79.02,Low Risk
87.9,47.71,53.13,45.24,0.29,7,Other,48.09,High Risk
61.95,90.92,44.52,81.67,3.5,2,Other,74.47,Low Risk
24.31,21.93,94.86,11.88,1.22,2,Female,34.1,High Risk
53.21,95.19,99.54,83.74,3.22,6,Female,79.96,Low Risk
80.01,97.03,64.97,44.26,2.7,5,Other,72.67,Low Risk
64.16,61.46,1.04,60.77,2.94,5,Other,55.98,Medium Risk
13.73,23.8,27.0,16.61,1.57,2,Male,24.55,High Risk
70.4,78.67,48.27,42.54,2.31,4,Female,61.39,Medium Risk
65.2,66.29,48.0,90.52,2.04,2,Female,63.09,Medium Risk
73.48,99.09,66.12,91.62,3.47,7,Male,83.54,Low Risk
88.59,57.69,4.66,70.43,2.03,3,Other,57.64,Medium Risk
85.66,55.59,74.72,93.62,2.91,3,Female,75.97,Low Risk
95.0,48.33,10.82,68.78,3.85,4,Other,69.42,Medium Risk
29.1,29.31,22.91,93.57,1.56,4,Female,40.36,High Risk
49.88,83.11,81.42,84.83,2.79,5,Female,71.47,Low Risk
78.71,32.59,80.6,84.07,3.48,2,Female,72.65,Low Risk
54.53,99.1,95.16,11.22,3.92,2,Other,73.91,Low Risk
16.83,96.45,8.61,64.9,2.82,4,Other,52.15,Medium Risk
10.24,56.09,9.88,10.29,1.92,7,Female,28.8,High Risk
99.69,66.98,45.17,85.07,0.1,6,Other,58.48,Medium Risk
32.44,79.84,95.77,87.53,0.61,1,Other,55.39,Medium Risk
16.27,36.42,84.87,19.06,3.29,8,Male,47.5,High Risk
3.17,91.89,71.69,62.51,2.13,7,Female,52.61,Medium Risk
2.23,77.83,98.37,65.95,2.36,1,Other,55.52,Medium Risk
76.47,76.26,48.06,45.65,0.96,5,Female,54.43,Medium Risk
72.41,96.54,50.12,94.99,3.54,7,Female,81.3,Low Risk
89.92,68.01,88.5,30.02,3.91,5,Other,78.3,Low Risk
8.83,74.96,2.13,22.3,0.21,3,Female,22.18,High Risk
78.78,89.69,68.01,6.76,0.73,8,Other,53.41,Medium Risk
63.05,89.73,47.51,94.7,3.17,2,Female,74.85,Low Risk
66.81,30.89,1.44,15.56,1.99,2,Male,37.87,High Risk
36.46,62.6,48.21,84.65,2.28,1,Male,55.81,Medium Risk
49.33,48.47,18.14,34.59,2.91,5,Female,48.12,High Risk
99.66,94.81,12.48,45.62,3.94,2,Male,77.22,Low Risk
96.32,68.92,53.63,13.2,2.05,5,Other,60.7,Medium Risk
45.33,83.84,7.46,80.11,0.15,2,Male,42.17,High Risk
79.56,22.03,71.86,88.62,3.81,2,Male,72.18,Low Risk
16.99,28.48,31.18,99.64,0.86,1,Male,34.94,High Risk
0.19,95.29,2.0,41.86,2.87,5,Other,43.62,High Risk
66.52,68.52,26.33,41.86,1.47,3,Female,49.75,High Risk
31.55,12.97,69.48,27.38,1.38,3,Male,33.64,High Risk
34.12,52.78,66.95,78.29,0.32,8,Male,42.87,High Risk
52.92,6.11,83.32,2.73,0.55,7,Other,30.8,High Risk
57.1,87.2,89.88,96.35,3.51,6,Male,81.59,Low Risk
90.74,9.55,71.2,72.79,3.66,4,Female,69.07,Medium Risk
38.02,43.13,81.5,32.08,3.03,3,Other,54.11,Medium Risk
20.58,97.57,21.87,51.58,3.74,7,Other,59.05,Medium Risk
